,Unnamed: 0,Unnamed: 0.1,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1),Insert Date
937782,306557,306557,EXEL.B22027E02343,562003601178532658,676.63,1,2.91,466.02,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,-3888572925362395465,3676849179236538596,AUSTIN,TX,78701-3840,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,1/28/2022 23:01,2/1/2022 21:02,NO EVENT,NO EVENT,NO EVENT,NO EVENT,08:08.0
4337057,187521,187521,MTNORAM.B22166M00201,7485008617214758133,856.3,2,6.65,0.3,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,1331508952670679416,-3257885879343742042,OSHKOSH,WI,54904,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,6.65,0.0,0.0,6.65,6/15/2022 22:06,6/16/2022 19:06,6/15/2022 18:36,6/15/2022 22:58,NO EVENT,6/16/2022 14:39,38:25.0
3494370,792714,792714,MTNORAM.B22241M03533,-5306179411193977156,26.3,12,9.35,0.28,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,3303931243657020715,8554642398687420947,BURLINGTON,NJ,8016,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,9.35,0.0,0.0,9.35,8/30/2022 22:08,8/31/2022 19:08,8/30/2022 18:58,8/30/2022 20:10,NO EVENT,8/31/2022 15:31,35:35.0
2010638,499663,499663,EXEL.B21314E02954,-697198312127870698,262.4,7,10122.0,2296.86,-1839399766413037240,3236455734449410278,SANTA TERESA,NM,88008,-1124131533523628039,9026114270160245280,ALBUQUERQUE,NM,87120,-4554843221218222556,CORP.TL,CORP.53DV,974.0,89.08,0.0,1063.08,11/11/2021 20:00,11/12/2021 20:00,11/11/2021 9:30,11/11/2021 10:10,11/12/2021 4:00,11/12/2021 5:00,11:58.0
1175335,80689,80689,EXEL.B22019E09044,2941159810065373912,791.6,1,2.45,0.08,26570635397185807,7582157168243131518,Memphis,TN,38134,4067792957123021355,8019546615236137254,ORLANDO,FL,32824,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,1/21/2022 21:01,1/26/2022 3:01,1/21/2022 15:01,1/21/2022 20:28,NO EVENT,1/25/2022 22:42,49:35.0
112477,112477,112477,EXEL.B22256E04083,2941159810065373912,479.3,6,0.49,0.03,26570635397185807,7582157168243131518,Memphis,TN,38134,1258436970050869228,-1683963843714405499,PLANO,TX,75024,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,9/14/2022 16:09,9/16/2022 23:09,9/14/2022 11:33,9/14/2022 19:55,NO EVENT,9/16/2022 18:59,36:05.0
4184472,34936,34936,MTNORAM.B22094M01189,-5306179411193977156,2446.1,48,12.0,0.32,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,1024306094373652396,1360557233553053566,TOLLESON,AZ,85353,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,12.0,0.0,0.0,12.0,4/5/2022 22:04,4/9/2022 0:04,4/5/2022 18:34,4/5/2022 23:00,NO EVENT,4/8/2022 17:44,19:59.0
3307767,606111,606111,MTNORAM.B22221M03634,7485008617214758133,249.6,2,3.33,0.15,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,5753340587358659612,-1308794868830531180,TRUMBULL,CT,6611,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,3.33,0.0,0.0,3.33,8/10/2022 17:08,8/11/2022 17:08,8/10/2022 13:36,8/10/2022 18:35,NO EVENT,8/11/2022 13:52,54:50.0
2216101,151208,151208,EXEL.B22116E03513,2941159810065373912,772.7,0,0.94,0.02,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-9115982445254174723,391173339547355385,ALEXANDRIA,VA,22315,1896630384904438820,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,4/27/2022 10:04,4/28/2022 18:04,4/27/2022 5:31,NO EVENT,NO EVENT,4/28/2022 14:17,03:09.0
3190641,488985,488985,MTNORAM.B22208M05215,7485008617214758133,205.4,1,1.65,0.08,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-5155351804240166136,-5075713916712111377,ELMHURST,NY,11373,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.65,0.0,0.0,1.65,7/28/2022 18:07,7/29/2022 18:07,7/28/2022 14:00,7/28/2022 17:33,NO EVENT,7/29/2022 14:05,09:53.0
2054347,543372,543372,EXEL.B21295E07112,-697198312127870698,60.3,1,91.7,5.73,-1193724525235430401,-2980902167570077477,DAYTONA BEACH,FL,32114,-2444549623390884739,-6914990497312882110,ORLANDO,FL,32809,-8366995904870702193,CORP.LTL,CORP.53DV,92.0,0.0,0.0,92.0,11/13/2021 17:11,11/14/2021 17:11,11/13/2021 12:00,11/13/2021 12:10,11/14/2021 12:30,11/14/2021 12:30,04:06.0
1316018,221372,221372,EXEL.B21336E09936,978799939867630084,30.9,2,144.0,15.17,468292051517328350,9031732352232247879,CARSON,CA,90810,1745790106103297740,-1461135893838566831,BURBANK,CA,91522,5219045461062122483,CORP.LTL,CORP.53DV,65.0,11.75,0.0,76.75,12/4/2021 8:12,12/9/2021 16:12,12/4/2021 0:01,12/4/2021 0:01,NO EVENT,NO EVENT,48:43.0
3021103,319447,319447,MTNORAM.B22192M01352,7485008617214758133,209.2,1,0.28,0.03,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-4937847221805081342,3154872497572503465,PULASKI,VA,24301-5605,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.28,0.0,0.0,0.28,7/11/2022 21:07,7/12/2022 18:07,7/11/2022 17:32,7/11/2022 23:44,NO EVENT,7/12/2022 14:42,35:30.0
777065,145840,145840,EXEL.B22032E05683,2941159810065373912,2032.4,0,0.94,0.02,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-1255920790252638306,-1363075793912559126,ALHAMBRA,CA,91801,1896630384904438820,CORP.PARCEL,CORP.53DV,1.0,0.0,0.0,1.0,2/2/2022 17:02,2/4/2022 1:02,2/2/2022 11:36,2/2/2022 22:18,NO EVENT,2/3/2022 17:44,03:41.0
4795214,645678,645678,MTNORAM.B22159M02064,-5306179411193977156,1188.7,48,8.15,0.49,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,-5389918865658507112,4273394593547725499,KANSAS CITY,MO,64153,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,8.15,0.0,0.0,8.15,6/10/2022 22:06,6/15/2022 20:06,6/10/2022 18:28,6/9/2022 23:21,NO EVENT,6/15/2022 15:28,03:53.0
3055549,353893,353893,MTNORAM.B22195M00008,7485008617214758133,821.8,1,0.28,0.01,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-7851937236137252557,-4527284007015545925,NAPLES,FL,34108-1869,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.28,0.0,0.0,0.28,7/14/2022 20:07,7/15/2022 18:07,7/14/2022 16:53,7/14/2022 19:54,NO EVENT,7/15/2022 14:06,17:35.0
2758390,56734,56734,MTNORAM.B22249M02224,7485008617214758133,34.9,6,1.68,0.07,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,7902316722106637450,1058710938336241371,CARLISLE,PA,17013,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.68,0.0,0.0,1.68,9/6/2022 21:09,9/7/2022 17:09,9/6/2022 17:15,9/6/2022 18:54,NO EVENT,9/7/2022 13:39,15:30.0
2121559,56666,56666,EXEL.B22103E04497,2941159810065373912,719.3,13,0.65,0.65,26570635397185807,7582157168243131518,Memphis,TN,38134,-8242832864798813393,2657056455377423724,OMAHA,NE,68106,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,4/14/2022 14:04,4/18/2022 22:04,4/14/2022 9:31,4/14/2022 18:21,NO EVENT,4/18/2022 17:00,41:19.0
4007370,104881,104881,MTNORAM.B22013M01585,6117196247426314632,255.3,0,529.1,43.96,1047940540050304952,5235043877293847870,FORT WORTH,TX,76177,-2968506624034065530,6687121368795345283,SAN ANGELO,TX,76901,1650620239407712743,MTNORAM.LTL,MTNORAM.53DV,121.33,21.35,0.0,142.68,1/17/2022 18:01,1/18/2022 17:01,1/17/2022 12:55,1/17/2022 12:55,1/18/2022 11:51,1/18/2022 11:52,00:06.0
972164,340939,340939,EXEL.B22035E05925,562003601178532658,803.8,9,0.59,7.0,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,-2887799150796027287,7667243768419002355,FARIBAULT,MN,55021,1896630384904438820,CORP.PARCEL,CORP.53DV,6.95,0.0,0.0,6.95,2/7/2022 23:02,2/9/2022 21:02,NO EVENT,NO EVENT,NO EVENT,NO EVENT,28:22.0
2948960,247304,247304,MTNORAM.B22178M03765,-5306179411193977156,561.6,744,190.21,9.08,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,6089346395641412725,2111473383773449080,CAREY,OH,43316,7829521301973152978,MTNORAM.LTL,MTNORAM.53DV,116.0,34.68,0.0,150.68,6/28/2022 23:06,7/5/2022 14:07,6/28/2022 19:50,6/28/2022 21:01,7/5/2022 9:47,7/5/2022 10:18,19:10.0
1996930,485955,485955,EXEL.B21309E01348,978799939867630084,519.2,940,514.55,22.22,-9015159122616814611,283391608020446271,CAROL STREAM,IL,60188,9205754846926401030,1684392951797760531,MISSISSAUGA,ON,L5N 8E9,312031407141714211,CORP.LTL,CORP.53DV,127.3,34.37,7.69,169.36,11/8/2021 20:11,11/11/2021 12:11,11/8/2021 2:00,11/8/2021 14:38,11/11/2021 7:19,11/11/2021 7:47,54:33.0
4262661,113125,113125,MTNORAM.B22167M02310,7485008617214758133,2215.8,1,3.6,0.33,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-2901834906912411461,1399304413203872651,SAN YSIDRO,CA,92173,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,3.6,0.0,0.0,3.6,6/16/2022 21:06,6/18/2022 0:06,6/16/2022 17:37,6/16/2022 23:31,NO EVENT,6/17/2022 17:09,07:00.0
2959222,257566,257566,MTNORAM.B22179M03954,7485008617214758133,260.0,5,3.86,0.19,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,2547294394856677555,997726328580651673,KINGSTON,NY,12401,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,3.86,0.0,0.0,3.86,6/29/2022 22:06,6/30/2022 18:06,6/29/2022 18:09,6/29/2022 22:04,NO EVENT,6/30/2022 14:17,38:15.0
1527462,16487,16487,EXEL.B21274E06728,2941159810065373912,551.8,8,0.65,0.04,26570635397185807,7582157168243131518,Memphis,TN,38134,-1059063760978186080,-3544174534314969907,VALDOSTA,GA,31602,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,10/4/2021 17:10,10/6/2021 18:10,10/4/2021 12:03,10/4/2021 18:20,NO EVENT,10/6/2021 14:41,06:05.0
4808510,658974,658974,MTNORAM.B22136M03962,7485008617214758133,299.3,1,0.84,0.08,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,2040536855522725552,-6174365949485417464,THOMSON,GA,30824-2108,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.84,0.0,0.0,0.84,5/17/2022 21:05,5/18/2022 19:05,5/17/2022 17:34,5/18/2022 3:43,NO EVENT,5/18/2022 15:29,03:50.0
1018220,386995,386995,EXEL.B22066E03224,562003601178532658,1042.43,1,0.06,1.0,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,4244737533075626558,3548007692457896688,GLASSBORO,NJ,8028,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,3/8/2022 23:03,3/10/2022 20:03,NO EVENT,NO EVENT,NO EVENT,NO EVENT,30:37.0
2286349,221456,221456,EXEL.B22138E03160,2941159810065373912,792.6,4,4.8,0.15,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,5265476557522354880,908941813343451349,GREENSBORO,NC,27407,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.43,0.0,0.0,4.43,5/18/2022 22:05,5/23/2022 16:05,5/18/2022 17:31,5/19/2022 1:56,NO EVENT,5/23/2022 12:25,04:32.0
458196,458196,458196,EXEL.B22228E01445,562003601178532658,760.11,4,11.64,1864.08,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,-8679236066800847138,-231786893572668270,RALEIGH,NC,27614-9453,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,1.44,0.0,7.16,8/17/2022 22:08,8/19/2022 19:08,NO EVENT,NO EVENT,NO EVENT,NO EVENT,16:53.0
1550903,39928,39928,EXEL.B21306E04368,2941159810065373912,714.2,13,0.62,0.06,26570635397185807,7582157168243131518,Memphis,TN,38134,8483707486630820221,2801850508461437131,ANN ARBOR,MI,48105.0,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,11/12/2021 23:11,11/17/2021 23:11,NO EVENT,11/12/2021 17:39,NO EVENT,11/17/2021 18:28,47:39.0
4400723,251187,251187,MTNORAM.B22153M03249,7485008617214758133,1094.9,1,1.65,0.08,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,9034800771530739768,-8173956064322631674,PORT CHARLOTTE,FL,33952,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.65,0.0,0.0,1.65,6/3/2022 0:06,6/3/2022 18:06,6/2/2022 20:27,6/2/2022 22:56,NO EVENT,6/3/2022 14:26,08:14.0
2019464,508489,508489,EXEL.B21309E05957,978799939867630084,1113.8,215,14968.0,2096.0,-9136622697412862881,-5413218260141448608,SAN DIEGO,CA,92154,-9025248399366541255,597674675331023988,AURORA,CO,80019,8879159275886726765,CORP.INTERMODAL,CORP.53IM_SONY,3500.0,1067.5,5430.0,9997.5,11/12/2021 4:11,11/16/2021 19:11,11/11/2021 20:04,11/11/2021 23:04,11/16/2021 9:30,11/16/2021 12:12,59:10.0
3564068,862412,862412,MTNORAM.B22245M06209,7485008617214758133,792.7,3,0.83,0.04,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,6011884971498457043,-928044975517115567,DECATUR,AL,35603,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.83,0.0,0.0,0.83,9/6/2022 11:09,9/7/2022 19:09,9/6/2022 7:44,9/6/2022 17:18,NO EVENT,9/7/2022 14:42,44:59.0
87175,87175,87175,EXEL.B22224E04699,2941159810065373912,488.4,1,0.5,0.18,26570635397185807,7582157168243131518,Memphis,TN,38134,-2727295362017689722,2759483163163170920,FORT WORTH,TX,76155,-4290289884386242506,CORP.PARCEL,CORP.53DV,4.07,0.0,0.0,4.07,8/15/2022 22:08,8/17/2022 5:08,8/15/2022 17:00,8/15/2022 0:00,NO EVENT,8/17/2022 15:46,19:43.0
104825,104825,104825,EXEL.B22250E11183,2941159810065373912,315.7,8,1.59,0.13,26570635397185807,7582157168243131518,Memphis,TN,38134,-2112896763039443119,5272380274495077852,CROSSVILLE,TN,38555,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,9/8/2022 19:09,9/9/2022 20:09,9/8/2022 14:04,9/8/2022 18:11,NO EVENT,9/9/2022 15:42,09:58.0
4940929,4832,4832,PLNA.B22139T00071,5263627990365651396,1583.61,2271,9641.35,1410.35,-1679825478531584568,-7849464951689325627,FORT WORTH,TX,76131,1781315729557646173,7487126970778603568,ROCKY VIEW COUNTY,AB,T4A 0V6,-7357215173914051676,TL,PLNA.53DV,6700.0,1328.4,0.0,8028.4,5/20/2022 19:05,5/24/2022 13:05,5/20/2022 14:20,5/20/2022 15:00,5/24/2022 6:52,5/24/2022 7:55,36:05.0
2572357,507464,507464,EXEL.B22139E06487,562003601178532658,1222.53,1,2.91,466.02,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,1509119087078314810,2576656586808291906,RIVERHEAD,NY,11901-3307,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.72,0.0,0.0,5.72,5/20/2022 22:05,5/25/2022 19:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT,18:28.0
3808723,243532,243532,MTNORAM.B22063M08599,7485008617214758133,456.7,1,1.68,0.07,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-8401175243837537926,1686414698125597706,LEBANON,OH,45036,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.68,0.0,0.0,1.68,3/11/2022 0:03,3/11/2022 20:03,3/10/2022 19:23,3/10/2022 23:17,NO EVENT,3/11/2022 15:02,32:54.0
3100802,399146,399146,MTNORAM.B22200M02281,7485008617214758133,462.0,1,0.28,0.01,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-2201206747447201548,-8054639703904970414,FARMINGTON,MO,63640,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.28,0.0,0.0,0.28,7/19/2022 21:07,7/20/2022 18:07,7/19/2022 17:30,7/19/2022 23:43,NO EVENT,7/20/2022 13:58,09:14.0
4940951,4854,4854,PLNA.B22139T00071,5263627990365651396,1583.61,2271,9641.35,1410.35,-1679825478531584568,-7849464951689325627,FORT WORTH,TX,76131,1781315729557646173,7487126970778603568,ROCKY VIEW COUNTY,AB,T4A 0V6,-7357215173914051676,TL,PLNA.53DV,6700.0,1328.4,0.0,8028.4,5/20/2022 19:05,5/24/2022 13:05,5/20/2022 14:20,5/20/2022 15:00,5/24/2022 6:52,5/24/2022 7:55,36:05.0
1322141,227495,227495,EXEL.B22005E02919,978799939867630084,2283.1,1,96.16,12.92,468292051517328350,9031732352232247879,CARSON,CA,90810,-3968625453719405416,9148526229346600078,SUNBURY,OH,43074,-8214375365429291512,CORP.LTL,CORP.53DV,190.0,50.73,50.0,290.73,1/7/2022 1:01,1/27/2022 17:01,1/6/2022 17:22,2/2/2022 12:21,NO EVENT,2/15/2022 22:02,18:58.0
2594790,529897,529897,EXEL.B22157E00615,562003601178532658,794.0,129,414.63,58538.6,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,-4090462698039973705,1995892611173187842,WAUSAU,WI,54401,-2388902566401410582,CORP.LTL,CORP.53DV,93.25,0.0,0.0,93.25,6/11/2022 22:06,6/9/2022 20:06,6/7/2022 10:59,6/7/2022 10:59,6/9/2022 15:12,6/9/2022 15:28,48:07.0
2246859,181966,181966,EXEL.B22095E06136,2941159810065373912,805.1,32,169.6,3.9,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-6333389899383051968,-1510495657044926898,BETHLEHEM,PA,18017,7829521301973152978,CORP.LTL,CORP.53DV,137.41,36.14,0.0,173.55,4/7/2022 0:04,4/11/2022 14:04,4/6/2022 19:24,4/6/2022 19:24,4/11/2022 8:09,4/11/2022 10:16,35:57.0
2280255,215362,215362,EXEL.B22132E07000,2941159810065373912,1036.5,3,14.1,1.2,-6304456864783580834,-939722273477065836,Pleasant Prairie,WI,53158,-7514740753024571005,908941813343451349,DENVER,CO,80238,-4290289884386242506,CORP.PARCEL,CORP.53DV,5.29,0.0,0.0,5.29,5/13/2022 17:05,5/17/2022 21:05,5/13/2022 12:32,NO EVENT,NO EVENT,5/17/2022 15:50,35:15.0
1654360,143385,143385,EXEL.B21271E09208,2941159810065373912,647.6,3,0.11,0.02,26570635397185807,7582157168243131518,Memphis,TN,38134,8730115519651529116,-4736244679064325775,HEATH SPRINGS,SC,29058,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,10/17/2021 13:10,10/20/2021 23:10,10/17/2021 8:01,10/18/2021 15:25,NO EVENT,10/20/2021 19:52,13:33.0
1413655,319009,319009,EXEL.B21333E05514,562003601178532658,728.1,3,612.0,95985.0,-7414928951098249859,6249500791195756829,HORN LAKE,MS,38637,-8537460738331996544,4478460356488339384,OMAHA,NE,68127,1650620239407712743,CORP.LTL,CORP.53DV,165.53,0.0,0.0,165.53,11/30/2021 23:11,12/2/2021 23:12,NO EVENT,NO EVENT,NO EVENT,NO EVENT,27:15.0
3421865,720209,720209,MTNORAM.B22234M03796,-5306179411193977156,2875.9,24,32.1,0.75,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,4085271077594677431,4273394593547725499,DES MOINES,WA,98198,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,32.1,0.0,0.0,32.1,8/24/2022 22:08,8/31/2022 0:08,8/24/2022 18:44,8/24/2022 19:58,NO EVENT,8/30/2022 17:36,43:34.0
4224361,74825,74825,MTNORAM.B22097M01201,7485008617214758133,597.0,1,0.62,0.12,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-6045608049884008351,-5864553526172848744,NEW ORLEANS,LA,70112-2600,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.62,0.0,0.0,0.62,4/7/2022 21:04,4/8/2022 20:04,4/7/2022 17:51,4/7/2022 23:53,NO EVENT,4/8/2022 15:14,05:42.0
2996834,295178,295178,MTNORAM.B22188M00329,7485008617214758133,742.4,2,2.22,0.1,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,3314446353335727324,4856434403586231028,KENOSHA,WI,53142,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.22,0.0,0.0,2.22,7/7/2022 21:07,7/8/2022 19:07,7/7/2022 17:57,7/7/2022 17:40,NO EVENT,7/8/2022 14:20,58:14.0
4168638,19102,19102,MTNORAM.B22165M04042,7485008617214758133,461.4,2,1.94,0.09,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,-6553285989045698195,-4381043738203246622,MONROE,MI,48161,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.94,0.0,0.0,1.94,6/15/2022 22:06,6/16/2022 17:06,6/15/2022 18:36,6/15/2022 21:34,NO EVENT,6/16/2022 13:21,46:43.0
4220306,70770,70770,MTNORAM.B22137M01223,-5306179411193977156,618.4,10,2.34,0.22,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,290859975904767574,-6486659259841710516,CANTON,MI,48188,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.34,0.0,0.0,2.34,5/17/2022 23:05,5/18/2022 18:05,5/17/2022 19:30,5/17/2022 22:46,NO EVENT,5/18/2022 14:16,46:48.0
3697895,132704,132704,MTNORAM.B22061M03281,7485008617214758133,1340.5,1,0.28,0.01,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-8021351853473942313,-5926459011167889805,WESTMINSTER,CO,80021,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.28,0.0,0.0,0.28,3/2/2022 22:03,3/3/2022 23:03,3/2/2022 17:59,3/3/2022 0:16,NO EVENT,3/3/2022 16:42,08:52.0
4405688,256152,256152,MTNORAM.B22123M00576,7485008617214758133,233.4,2,2.22,0.11,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,7264735448521851138,-5424235880566754312,MERRICK,NY,11566,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.22,0.0,0.0,2.22,5/3/2022 22:05,5/4/2022 18:05,5/3/2022 18:32,5/3/2022 21:33,NO EVENT,5/4/2022 14:00,17:31.0
3345931,644275,644275,MTNORAM.B22227M02189,7485008617214758133,247.5,6,1.23,0.09,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,2829689300797041416,5352844956505721967,SAYVILLE,NY,11782,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,1.23,0.0,0.0,1.23,8/16/2022 22:08,8/17/2022 18:08,8/16/2022 18:17,8/16/2022 17:10,NO EVENT,8/17/2022 14:23,33:41.0
3106832,405176,405176,MTNORAM.B22200M04871,7485008617214758133,61.0,2,2.78,0.13,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,1856413871443227207,-3375220025022841547,BALTIMORE,MD,21202,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,2.78,0.0,0.0,2.78,7/20/2022 21:07,7/21/2022 18:07,7/20/2022 17:50,7/20/2022 18:07,NO EVENT,7/21/2022 14:03,47:32.0
1051426,420201,420201,EXEL.B22052E02297,978799939867630084,2683.7,364,21288.0,2710.0,-9136622697412862881,-5413218260141448608,SAN DIEGO,CA,92154,-333950616963233249,-3382313286064989410,CURTIS BAY,MD,21226,7966547263551291757,CORP.TL,CORP.53DV,8034.0,1231.88,0.0,9265.88,2/24/2022 8:02,3/9/2022 12:03,2/24/2022 0:00,2/24/2022 11:34,3/9/2022 3:46,3/9/2022 7:43,01:25.0
3696386,131195,131195,MTNORAM.B22035M02035,7485008617214758133,458.8,1,0.27,0.03,-8042456250106848909,-1774819625051906144,KNOXVILLE,TN,37921,-5141060601128385711,-2666745372645070186,BREESE,IL,62230-3510,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,0.27,0.0,0.0,0.27,2/7/2022 23:02,2/8/2022 22:02,2/7/2022 18:02,2/8/2022 5:44,NO EVENT,2/8/2022 16:32,05:33.0
4388806,239270,239270,MTNORAM.B22129M02563,7485008617214758133,281.5,3,3.32,0.15,-8932952547986512276,-1774819625051906144,MANCHESTER,PA,17345,5825815639628596264,4064621576224409186,AUSTINTOWN,OH,44515,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,3.32,0.0,0.0,3.32,5/9/2022 21:05,5/11/2022 18:05,5/9/2022 17:30,5/10/2022 21:10,NO EVENT,5/11/2022 14:23,40:17.0
4089784,80980,80980,MTNORAM.B21315M00133,6060507223344358401,312.7,930,42295.08,9.3,-816323820196201702,9070978268827849615,AMHERSTBURG,ON,N9V 2Z6,-2345458447460295072,6566125111307609032,INDIANAPOLIS,IN,46241,-3426409447812244863,MTNORAM.TL,MTNORAM.53DV,2600.0,125.08,0.0,2725.08,12/13/2021 0:00,12/14/2021 8:00,12/13/2021 12:00,12/13/2021 13:00,12/14/2021 8:00,12/14/2021 10:00,17:06.0
1106155,11509,11509,EXEL.B21355E07189,2941159810065373912,821.9,1,0.08,0.07,26570635397185807,7582157168243131518,Memphis,TN,38134,2717695835719734600,-3370490472476746328,LUBBOCK,TX,79410,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,12/22/2021 20:12,12/27/2021 23:12,12/22/2021 14:33,12/22/2021 18:54,NO EVENT,12/27/2021 17:34,08:21.0
4094636,85832,85832,MTNORAM.B21278M01491,-5306179411193977156,2752.7,24,4.3,0.37,-7297574707520177944,3940401866508407889,CRANBURY,NJ,8512,-2043853565585280485,1360557233553053566,SANTA FE SPRINGS,CA,90670,2674631463645570409,MTNORAM.PARCEL,MTNORAM.53DV,4.3,0.0,0.0,4.3,10/6/2021 17:10,10/8/2021 0:10,10/6/2021 13:11,10/6/2021 22:50,NO EVENT,10/7/2021 17:19,10:00.0
633541,2316,2316,EXEL.B22034E08384,2941159810065373912,463.2,7,1.22,0.65,26570635397185807,7582157168243131518,Memphis,TN,38134,8536122080378974980,-4801910844195223811,SACHSE,TX,75048,-5431909444047277013,CORP.PARCEL,CORP.53DV,4.12,0.0,0.0,4.12,2/17/2022 22:02,2/21/2022 22:02,2/17/2022 16:31,2/17/2022 20:08,NO EVENT,2/21/2022 16:03,11:53.0
